theta,J,Nt,CR,z,papers_page,loss_mv,loss_scr,loss_bpe,loss_eme,std_mv,std_scr,std_bpe,std_eme
0.1,5,5,10,0.3,10,0.572233333333,0.664166666667,0.664166666667,0.664166666667,0.0509442069545,0.0359231432676,0.0359231432676,0.0359231432676
0.2,5,5,10,0.3,10,0.862866666667,0.679833333333,0.679833333333,0.679833333333,0.0853056205,0.0387643163518,0.0387643163518,0.0387643163518
0.3,5,5,10,0.3,10,1.1277,0.699966666667,0.699966666667,0.699966666667,0.0988389767922,0.0529329659937,0.0529329659937,0.0529329659937
0.4,5,5,10,0.3,10,1.40866666667,0.703833333333,0.703833333333,0.687733333333,0.0918619737553,0.0501165862986,0.0501165862986,0.0693060523251
0.5,5,5,10,0.3,10,1.6422,0.7103,0.7103,0.5491,0.104652568053,0.0454159663555,0.0454159663555,0.0965219664118
0.6,5,5,10,0.3,10,1.93896666667,0.734,0.726633333333,0.457066666667,0.141336591944,0.0531758090363,0.0752894341119,0.118440402266
0.7,5,5,10,0.3,10,2.19623333333,0.7686,0.557833333333,0.341033333333,0.122569621939,0.0768707139727,0.229050370491,0.0269820722374
0.8,5,5,10,0.3,10,2.46723333333,0.749533333333,0.273133333333,0.253533333333,0.152514629535,0.0890953546613,0.102448924944,0.0337646100065
0.9,5,5,10,0.3,10,2.7645,0.7874,0.1803,0.1803,0.14570992874,0.0734504821858,0.0322502196375,0.0322502196375
